Link,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open,12/19/2023 19:00,Nashville,TN,USA,Changing,Looked over at moon as plane went southwest turned to sit down and noticed object flashing in the sky,12/19/2023,,
Open,12/19/2023 19:00,Compton,CA,USA,Circle,Was This The Moon?,12/20/2023,,
Open,12/19/2023 18:24,Hope,ME,USA,Other,"A growing, lengthening shaft of light, that appeared to be going up in the sky (as opposed to the way a meteor moves).",12/20/2023,Y,
Open,12/19/2023 6:53,Early,IA,USA,Unknown,"Changing Lights, odd directional changes",12/19/2023,,Aircraft?
Open,12/19/2023 5:40,Arab,AL,USA,Orb,During my morning work I noticed a white orb moving from west to east.,1/8/2024,Y,
Open,12/18/2023 23:15,Waterloo,IL,USA,Orb,"Viewer was driving home from work. Saw ""3 balls of light"" that fell amazingly fast towards the ground. Sighting lasted <5 seconds.",12/18/2023,,
Open,12/18/2023 23:03,Hudson,FL,USA,Fireball,Red bulb of light that slowly faded to yellow and then to gray before floating there.,12/18/2023,,Flares?
Open,12/18/2023 23:02,Murdock,FL,USA,Sphere,We saw an orangish sphere heading south then turning east.,12/18/2023,,
Open,12/18/2023 20:35,Lebanon,OR,USA,Fireball,"What looked like a fireball was flying calmly, making sudden turns before abruptly disappearing.",12/18/2023,,
Open,12/18/2023 17:15,Bastrop,LA,USA,Egg,2 objects seen. One larger than the other. Appeared to be on intersecting paths but disappeared,12/19/2023,Y,Aircraft
Open,12/18/2023 16:57,Kelso,WA,USA,Disk,It was a black disc and it was moving fast around500 feet in the air.,12/18/2023,Y,
Open,12/18/2023 16:46,Kelso,WA,USA,Disk,It was a black disc and it was moving fast.It was around feet 1000 in the air.,12/20/2023,Y,
Open,12/17/2023 23:00,Amsterdam,ID,USA,Sphere,White sphere darts across highway above car,12/29/2023,,
Open,12/17/2023 20:30,Kiefer,OK,USA,Sphere,Fast flying sphere,5/25/2024,,
Open,12/17/2023 18:57,Vicksburg,MS,USA,Orb,Numerous Orbs high altitude and Fantastic speeds,12/20/2023,Y,
Open,12/17/2023 15:00,Malibu,CA,USA,Chevron,"Boomerang shape craft appeared near bright white light over hill, then disappeared",12/24/2023,,
Open,12/17/2023 5:10,Lynnwood,WA,USA,Triangle,"Seen a huge black boomerang shaped craft flying low from east to west , very little sound",12/17/2023,Y,Aircraft?
Open !,12/16/2023 22:45,Little Rock,AR,USA,Light,5 Lights Moving Rapidly and Changing Direction,1/14/2024,,
Open,12/16/2023 21:42,Fall City,WA,USA,Light,"Bright light moving in random directional order, enough so, that I am motivated to make this report. Video is 3 min 42 sec",12/20/2023,,
Open,12/16/2023 21:08,Tacoma,WA,USA,Orb,5 or 6 linked orbs descending,12/16/2023,,
Open !,12/16/2023 20:50,Ferndale,MI,USA,Sphere,A simple sighting which lasted one second.,12/24/2023,,
Open,12/16/2023 18:15,Cabot,AR,USA,Orb,There was no real pattern in the movements other than being in 2’s.,12/18/2023,Y,Searchlight
Open,12/16/2023 18:00,Harrison,NY,USA,Circle,"I was driving on I-684, I saw it coming towards me so I looked up,It flew over my car, I looked at it, It didn't appear to have wings.",12/17/2023,,
Open,12/16/2023 15:30,Reading,PA,USA,Disk,Definitely caught my attention never seen something like that and flying in that matter plus as metallic glowing some think I’m crazy.,12/16/2023,Y,Bird?
Open,12/16/2023 2:10,Tunkhannock,PA,USA,Flash,I saw a bright blue flash in the Eastern sky. 2 other people saw it as well.,12/16/2023,,Lightning?
Open,12/15/2023 23:45,Capac,MI,USA,Light,"Saw a horseshoe shaped orange light with blue center hovering, it turned 180° on its axis and sped off gaining altitude",12/14/2023,,
Open,12/15/2023 22:00,Sunbright,TN,USA,Changing,This has been happening for a week on a regular basis. It's like nothing I've ever seen and my son in law was USAF stationed on area 52,12/15/2023,,Aircraft
Open,12/15/2023 20:25,Vancouver,WA,USA,Triangle,Three bright orange triangles hovering,12/26/2023,,
Open,12/15/2023 18:05,Clay,NY,USA,Formation,This looked like something out of 'Star Trek',12/20/2023,,
Open,12/15/2023 13:32,Buena Vista,GA,USA,Unknown,Something small is burning; black smoking air,12/17/2023,Y,Aircraft?
Open,12/15/2023 4:11,Parks,AZ,USA,Unknown,A huge see-through dark object appeared in one of my photos during an all-night time lapse I was doing.,12/16/2023,Y,
Open,12/14/2023 23:12,Smiths Creek,MI,USA,Circle,Multicolor craft seen over tree line in front of Michigan home.,12/15/2023,,
Open,12/14/2023 23:05,Batesville,IN,USA,Flash,"No trails eyes couldn’t track seemingly instant, Appearing in/out in complete opposite initial trajectory Curving around while doing so",12/14/2023,Y,
Open,12/14/2023 22:45,Brownstown Charter Township,MI,USA,Unknown,Very bright multi colored pulsating irregular shaped stationary object or light,12/15/2023,Y,Planet/Star
Open,12/14/2023 20:00,Fort Wayne,IN,USA,Orb,Horizontal bight light,12/14/2023,,
Open,12/14/2023 19:50,Myrtle Beach,SC,USA,Fireball,"Observed amber lights dancing in the sky with a green drone, creating a mesmerizing cosmic scene for 5 minutes.",12/14/2023,Y,
Open !,12/14/2023 19:45,Pawleys Island,SC,USA,Triangle,4-5 orange solid lights arranged in a triangle shape,12/14/2023,,
Open,12/14/2023 19:30,Cleveland,VA,USA,Circle,Two lights slowly and smoothly going across the sky. They stayed the same distance apart and the same speed.,3/12/2024,Y,
Open,12/14/2023 19:15,Oxnard,CA,USA,Triangle,Immediately discounted normal aircraft and birds.,12/14/2023,,
Open,12/14/2023 18:00,Harleysville,PA,USA,Sphere,Spherical object moving with bright flashing lights,12/15/2023,Y,
Open,12/14/2023 17:40,Fingerville,SC,USA,Light,"Light was observed, likely stationary then it just extinguished and disappeared",12/17/2023,,
Open,12/14/2023 16:38,Smiths Station,AL,USA,Other,Two fireballs next to each other seeming to not be separated,12/14/2023,Y,Contrail
Open,12/14/2023 7:41,Chicago,IL,USA,Triangle,I saw a line cloud descending from space as far as I could see and I couldn’t recognize the object I assumed it was space junk falling,12/17/2023,Y,Contrail
Open !,12/13/2023 23:00,Greensboro,NC,USA,Orb,"AM sighting of a bright intense light that was hovering over tree line and a PM sighting with 2 crafts of the same ""look"".",12/14/2023,Y,
Open !,12/13/2023 21:20,Warrington,PA,USA,Circle,Saw an object moving silently N then NE in the sky while sitting in my hot tub,3/16/2024,Y,
Open,12/13/2023 15:34,Benson,NC,USA,Disk,Driving up Raleigh road turning right. Right on to Zack's mill road. We saw what look like the planet Saturn. In front of our vehicle.,12/13/2023,,
Open,12/13/2023 4:18,Almont,MI,USA,Light,"Lights in the sky appearing, moving around, and then disappearing",12/14/2023,Y,
Open,12/12/2023 23:33,Oroville,CA,USA,Orb,"During the peak of the Geminid meteor shower, I witnessed an inexplicable sight of stationary orbs dancing in the sky, accompanied by c",3/11/2024,Y,
Open,12/12/2023 23:22,Austin,TX,USA,Orb,Three white lights behind the clouds in triangular formation zipping around in random order,12/12/2023,,
Open,12/12/2023 20:15,West Harrison,IN,USA,Unknown,Fast moving object with glittering trail,12/12/2023,,
Open,12/12/2023 17:06,Ocala,FL,USA,Orb,"Bright, slightly shape shifting orb",12/12/2023,Y,
Open,12/12/2023 5:45,Greenville,MS,USA,Unknown,Two red blinking lights that moved down,12/13/2023,,
Open,12/12/2023 5:30,TATAMY Borough,PA,USA,Circle,Flash then light,12/12/2023,,
Open,12/11/2023 22:36,Alexandria,VA,USA,Sphere,Ball of bright light no noise softball flew over house. It had a tail. Too low tl be comet it was 25ft above the ground,12/13/2023,,
Open,12/11/2023 21:50,Bassett,VA,USA,Circle,"I saw an object move very strangely and I did not notice lights on it and it stopped and then moved, several times.",12/11/2023,Y,
Open,12/11/2023 21:08,Seffner,FL,USA,Triangle,They kept flying zig zag and when I pointed a laser at it it disappears and reappears,12/11/2023,,
Open,12/11/2023 17:45,Sacramento,CA,USA,Changing,Object originally appeared yellow white light in a stick shape then turned to a cross shape and then bluish white blinking lights,12/12/2023,,
Open,12/11/2023 16:45,Morro Bay,CA,USA,Chevron,An object moving through the sky then disappearing,12/11/2023,,
Open,12/11/2023 15:40,Junction City,OR,USA,Orb,I observed a black orb kind of floating around in the sky like a big balloon,12/30/2023,,
Open,12/11/2023 14:14,Litchfield,SC,USA,Unknown,Object flying in many directions,12/11/2023,,
Open,12/11/2023 13:30,Big Bear Lake,CA,USA,Disk,Captured object while taking pictures.,2/20/2024,Y,Reflection
Open,12/11/2023 6:53,San Leandro,CA,USA,Circle,Object traveling very fast doing sprials and zig zagging across the sky,12/11/2023,Y,
Open,12/10/2023 22:50,Paragould,AR,USA,Light,4 bright lights changing up coordinations,12/10/2023,,
Open,12/10/2023 17:14,Scottsdale,AZ,USA,Circle,"Possibly drone, but very high altitude",12/10/2023,Y,Drone?
Open,12/10/2023 3:07,Bath,PA,USA,Fireball,Hovering light orb that repeatedly grew into huge extremely bright fireball/vortex circle and back to orb.,2/13/2024,,
Open,12/9/2023 18:42,Brooklyn,NY,USA,Orb,My son told me there were lights in the sky so I came to look. We saw 9 objects in the sky that disappeared into the clouds.,12/14/2023,Y,Chinese Lantern?
Open,12/9/2023 4:21,Moore Haven,FL,USA,Other,It was like an oval shape but bigger on one side with jagged edges.,12/14/2023,,
Open !,12/8/2023 21:00,Lowell,MI,USA,Disk,Greyish disc with two bright white lights one on each side on front circumference and multi colored red green lights,12/11/2023,Y,
Open,12/8/2023 20:00,Pittsburgh,PA,USA,Chevron,"My husband and I saw and took a video of a very large, chevron shaped craft with a straight row of lights across the back center.",12/8/2023,Y,Balloon?
Open,12/8/2023 19:30,Kingston,TN,USA,Orb,5 second pulsating light low altitude moving steady and fast,12/9/2023,,
Open,12/8/2023 18:01,Kennett Township,PA,USA,Changing,"Object went from a triangle shaped craft in the distance to a massive craft over top of me. The craft didn’t leave, it faded away.",12/30/2023,Y,
Open,12/8/2023 17:30,West Goshen Township,PA,USA,Orb,Amber light. High altitude,12/11/2023,,
Open,12/8/2023 16:40,Fitchburg,MA,USA,Light,Saw a non blinking moving light while driving with a possible smaller light descending from it,12/10/2023,Y,
Open,12/8/2023 4:29,Lawrence,KS,USA,Orb,I’ve seen it before but never recorded it. Pulsing orb with “solar flares” coming from it. Hovers for 15-20 mins then disappears.,12/8/2023,Y,
Open,12/8/2023 4:11,Macomb,MI,USA,Egg,"Caught on Ring camera, invisible to naked eye",12/8/2023,,Camera Anomaly
Open,12/7/2023 23:27,Gig Harbor,WA,USA,Changing,"We spotted a bright blinking object in the sky, it did not appear to be moving but was chain thing colors and pulsating rapidly.",12/7/2023,Y,Planet/Star
Open,12/7/2023 22:12,Honea Path,SC,USA,Disk,"This craft was soundless, seemed to float extremely quickly across sky as if it was water",12/7/2023,,
Open,12/7/2023 21:50,Martinsville,VA,USA,Circle,I viewed the anomaly for about 30 minutes after work and it wasn’t there tonight,12/8/2023,Y,
Open,12/7/2023 20:40,Fairfax,MO,USA,Light,Orange lights seen ascending up from great height,12/8/2023,,
Open,12/7/2023 20:09,Wellfleet,MA,USA,Light,Bright lights changing in intensity,12/8/2023,Y,Boats?
Open,12/7/2023 19:20,Rehoboth Beach,DE,USA,Rectangle,"Took my dog out, noticed some objects in the sky that did not look natural, took a video, immediately said to my son I just saw ET.",12/15/2023,Y,Searchlight
Open,12/7/2023 19:20,Reheboth Beach,DE,USA,Changing,"Took my dog out, noticed some objects in the sky that did not look natural, took a video, immediately said to my son I just saw ET.",12/31/2023,Y,Searchlight
Open,12/7/2023 18:00,Mill Valley,CA,USA,Unknown,Series of green bird shaped ufo's moving in a line quickly accross the sky and disappearing.,12/7/2023,,
Open,12/7/2023 12:33,Memphis,TN,USA,Fireball,There was a light beam in the tree emitting a fireball to the ground,12/8/2023,Y,
Open,12/7/2023 11:05,Columbus,OH,USA,Orb,Another glowing white orb passing over my house,12/7/2023,Y,
Open,12/7/2023 0:00,Roberts,WI,USA,Triangle,Silent craft with 9 flashing lights was seen on a clear night before the clouds interrupted visibility.,12/7/2023,,
Open,12/6/2023 23:50,Pearland,TX,USA,Flash,"Whille stargazing with nitevision monocular, spotted a curious flashing light that had a pattern to it, wasnt a plane, satellite, meteo",12/11/2023,Y,
Open,12/6/2023 19:45,Red Lion,PA,USA,Light,This is the second sighting of this object in the same location. It appears as a white pulsating light,12/6/2023,Y,
Open,12/6/2023 14:00,San Diego,CA,USA,Diamond,Witnessed object that appeared to be rotating and either reflecting light or flashing bright light. Easier to share the video.,12/6/2023,Y,Balloon?
Open,12/6/2023 11:59,Melbourne,FL,USA,Disk,Hovering in place until shooting off southbound and disappearing in a small flash of light.,12/6/2023,Y,
Open,12/6/2023 3:00,Lawler,IA,USA,Light,4 to 5 lights in the sky to the east of New Hampton IA aprox 10 miles roughly above Lawler IA,12/6/2023,,
Open,12/6/2023 1:36,Latexo,TX,USA,Orb,"Standing on front steps of house, looking west. Seen between Mars and horizon.",12/6/2023,,
Open,12/6/2023 0:48,Austin,TX,USA,Chevron,"A light grey craft similar to that of a B2 flying overhead Austin, TX, with no apparent lights and sound.",12/5/2023,,
Open,12/5/2023 17:55,Payson,AZ,USA,Triangle,"I saw a triangular shaped craft while driving through Payson, AZ.",12/6/2023,,
Open,12/5/2023 17:25,Saint Paul,KS,USA,Orb,"This was the earliest I've seen one out. Sun was still setting. It was before 5:30,only star out was Venus or mercury.",12/7/2023,Y,Planet/Star?
Open,12/5/2023 5:36,Santa Monica,CA,USA,Oval,Woke up early and saw strange lights hovering over the ocean. One had lights of different colors.,12/6/2023,Y,
Open,12/5/2023 1:42,Saylorsburg,PA,USA,Circle,I woke up right before this and saw it out my window,1/26/2024,Y,Meteor
Open,12/4/2023 22:45,Corinth,NY,USA,Flash,Mechanical light from Def UAP,12/6/2023,,
Open,12/4/2023 22:00,Dunkirk,IN,USA,Circle,"No sound, projected several bright beams of light from round circle of light into woods onto the ground.",12/6/2023,,
Open,12/4/2023 15:00,Daytona Beach,FL,USA,Sphere,1 spherical vehicle moving south to north with another moving rapidly back and forth,5/30/2024,Y,Bird?
Open !,12/4/2023 1:00,Lorain,OH,USA,Sphere,"A Semi Transparent, White Colored, Luminescent Spherical Cloud circled directly above my home before disappearing entirely.",12/5/2023,,
Open !,12/3/2023 23:59,Memphis,IN,USA,Light,Unexplained bright shiny light,12/6/2023,Y,
Open,12/3/2023 20:45,Davenport,FL,USA,Orb,"We were swimming, I just so happened to look up and saw strange lights.",12/4/2023,,
Open,12/3/2023 17:40,Sisseton,SD,USA,Circle,"Three circular lights that were dim, and one single circular bright light.",12/3/2023,,
Open,12/2/2023 18:54,New York,NY,USA,Orb,This thing caught my eye as I looked up over the elevated train. I watched it for about 20 minutes making odd turns,12/3/2023,Y,
Open,12/2/2023 17:30,Haverhill,MA,USA,Orb,"Multiple unidentifiable points of lights observed both stationary and traveling in the night sky unlike meteor shower or Starlink, poss",12/7/2023,,
Open,12/2/2023 3:45,Great Falls,MT,USA,Light,5+ white lights circling/maneuvering from our perspective over or beyond Malmstrom Airforce Base,12/2/2023,,
Open,12/1/2023 20:45,,TN,USA,Changing,"Witnesses a changing craft, then 3 small humanoid beings",12/28/2023,,
Open,12/1/2023 10:25,Albion,ME,USA,Unknown,Spotted a Craft this morning.,12/1/2023,,
Open !,11/30/2023 20:25,Denton,NE,USA,Unknown,I observed an aircraft with two bright lights to be stagnant and hovering over my pasture approximately 100' in the air.,12/4/2023,,
Open,11/30/2023 19:00,Buckhead,GA,USA,Light,"Over a period of a couple hours my parents and I watched a distant light in the night sky make small, cyclical movements.",12/16/2023,,
Open,11/30/2023 16:59,Gouverneur,NY,USA,Orb,One orb changing to 4 orbs from left to right 3 times 15 min apart,11/30/2023,,
Open,11/30/2023 12:00,Ponte Vedra Beach,FL,USA,Cigar,"Saw two tictac shaped objects, silent from where I was, swimming backstroke. 3rd object came shortly after.",12/4/2023,,Drone?
Open,11/30/2023 11:26,Woodstock,IL,USA,Formation,2 groups of 25silver lights with 1 above the other seen clearly the bottom group faded away before the upper group faded into bluesky.,12/7/2023,Y,
Open,11/30/2023 6:20,Sterling,KS,USA,Orb,3 stationary larger lights in triangle shape with 5 smaller lights on the bottom,11/30/2023,,
Open !,11/30/2023 3:10,Franksville,WI,USA,Orb,4 Objects Moving and Dimming On and Off,11/30/2023,,
Open,11/30/2023 2:08,Dry Prong,LA,USA,Changing,In my video an object the the backyard,12/10/2023,,
Open,11/29/2023 22:04,Tyngsborough,MA,USA,Other,Took picture of moon with an object below.,12/2/2023,Y,Planet/Star?
Open,11/29/2023 19:15,Groveland,MA,USA,Light,Straight line formation,11/30/2023,,Starlink
Open,11/29/2023 18:34,Burrillville,RI,USA,Circle,8 white orbs came from horizon following each other straight up into the sky as far as I could see then disappeared,3/3/2024,,Starlink
Open,11/29/2023 18:24,Reevesville,SC,USA,Orb,Fleet of blue orbs in front of passenger plane,11/29/2023,,
Open,11/29/2023 17:42,Woodbury,MN,USA,Orb,Witnessed moving orange ball/orb moving and then disappeared,11/29/2023,Y,
Open,11/29/2023 17:20,Valley Stream,NY,USA,Triangle,"Aircraft with unusual lights, triangular shape with 5 circular lights on the bottom, heading west.",11/30/2023,,
Open,11/29/2023 17:00,Kensington,NH,USA,Circle,Rapidly changing altitude bright light,11/29/2023,,
Open,11/29/2023 13:45,Fairmont,NC,USA,Other,Small light-colored object moving very fast then instantly disappeared.,11/29/2023,,
Open,11/29/2023 12:55,Storm Lake,IA,USA,Unknown,"It looked like it could be a white hot air balloon, but very high- like a jet plane.",11/29/2023,,Balloon?
Open,11/29/2023 11:50,Cape Girardeau,MO,USA,Changing,The shimmering silver cylinder was floating in the sky and faded in and out of sight as it rotated.,12/1/2023,Y,
Open,11/29/2023 10:00,Clinton,MA,USA,Sphere,My dad was driving me to work and he said what the hell is that and in the far distance there was a big shiny metal ball,12/2/2023,,
Open,11/29/2023 4:54,Saluda,SC,USA,Changing,"Woke up on the couch in my living room, to seeing changing colors of light coming from above the house.",11/30/2023,,
Open,11/28/2023 20:41,Alma,WI,USA,Triangle,I'm 34 and in the air force and I've never seen this craft before it wasn't a tr3b it was a unknown craft and only 9000 feet above me,2/27/2024,,
Open,11/28/2023 20:01,Merriam,KS,USA,Triangle,On tape no aircraft but very large,11/29/2023,,
Open !,11/28/2023 19:14,Ridge,MD,USA,Other,Object hovered approx 1/2 mile above Potomac River,12/14/2023,Y,
Open,11/28/2023 19:03,Gary,IN,USA,Orb,"Two Orbs Stationary, then One Moving Oddly",12/21/2023,Y,Aircraft
Open,11/28/2023 18:25,Lawrence,MI,USA,Formation,Saw Formation of 6 UAPs in southwest Mi,11/28/2023,,Flares?
Open,11/28/2023 14:11,Prescott Valley,AZ,USA,Circle,We noticed a silver circular craft moving East at a steady speed. It made 2 90 degree turns before disappearing behind clouds.,12/17/2023,Y,
Open,11/28/2023 14:11,Prescott Valley,AZ,USA,Circle,"While in our yard we noticed a silver, round, craft moving East. It made 2 90 degree turns over a 30 second period.",12/11/2023,Y,
Open,11/28/2023 13:43,North East,PA,USA,Orb,Seen on 95 south in northeast philly,12/5/2023,Y,Starlink
Open,11/28/2023 6:18,San Francisco,CA,USA,Disk,I decided to film the morning sky and saw with my eye and both the camera the very fast flying dot through all the sky too fast.,12/9/2023,Y,Starlink
Open,11/28/2023 6:13,New Lenox,IL,USA,Circle,Bright deep yellow sphere with red bottom with long yellow trailing tail in appearance of a fireball,11/28/2023,,
Open,11/27/2023 20:15,Taylorsville,KY,USA,Light,"I saw first one, then 4-5 fuzzy lights that moved erratically, disappeared and reappeared several times.",11/27/2023,,
Open,11/27/2023 17:46,Manteo,NC,USA,Light,I saw 3 lights staggered in distance coming from the north to the southeast,12/16/2023,Y,
Open,11/27/2023 16:35,Brinnon,WA,USA,Light,"Three lights, stacked atop one another, white on top, then a slightly larger orange one, then another white, roughly 100 meters apart",11/30/2023,,
Open,11/27/2023 13:05,Bandon,OR,USA,Cigar,It almost collided with the Coast Gaurd Helicopter,11/27/2023,,
Open,11/27/2023 11:20,Gresham,OR,USA,Light,"White light in the sky. At first glance the light almost looked like a star seen during the day, however there were no other visible st",11/27/2023,,
Open,11/27/2023 2:14,Baltimore,MD,USA,Other,"It is not a cloud, the image is faint and grows clearer. The top looks more profound and the bottom portion is smaller. it grows",11/28/2023,Y,
Open,11/26/2023 22:45,Tallahassee,FL,USA,Chevron,"Arrowhead shaped object going directly west in the wnw area of the sky, very fast.",2/9/2024,,
Open,11/26/2023 21:55,Casa Grande,AZ,USA,Light,I thought i saw a jet or satellite going N to S. It stopped then moved quickly and erratically.,11/27/2023,Y,
Open !,11/26/2023 21:15,Thedford,NE,USA,Circle,3 lighted objects circling at high altitude that were both bright and dim,11/26/2023,,
Open,11/26/2023 17:56,Battle Ground,WA,USA,Light,"On different occasions over the past week. 8-15 of the same lights. Some close together I groups, some spread apart. One flashed",11/26/2023,Y,Starlink
Open,11/26/2023 14:30,Columbus,NM,USA,Oval,"Blimp or hot air balloon like object just below cloud line, never moved for 30 minutes. Dark to metalic depending on angle.",11/27/2023,,
Open,11/25/2023 22:48,South Gate,CA,USA,Orb,"Stood out and behaved comparably different from birds, planes and balloon that happened to pass by.",11/25/2023,Y,
Open,11/25/2023 21:41,Belen,NM,USA,Diamond,One Video it's Coming to my house. Next video it's there for several seconds LOUD BUZZING . 3rd video GONE Like Nothing.,12/1/2023,Y,
Open,11/25/2023 21:18,San Jose,CA,USA,Circle,So I was working out and I know what a shooting star looks like and what I saw was not it it was bright white and no fire works were se,11/25/2023,,
Open,11/25/2023 20:00,Lake Como,NJ,USA,Circle,When taking a picture of the moon I noticed a dark line in the sky. I snapped another pic and saw a red light at the end of the line,11/26/2023,Y,
Open,11/25/2023 18:50,Friday Harbor,WA,USA,Circle,I was laying down on the ground and I saw what looked like a star and then it flashed and then it was gone.,11/26/2023,,
Open,11/25/2023 18:30,Auburn,ME,USA,Disk,Glowing bluish white light M&M shaped object ~1 mile above Maine,11/25/2023,,
Open !,11/25/2023 13:22,Brinnon,WA,USA,Disk,"Taking picture of dog, raising camera to zoom object low high speed pass pushed shutter repeatedly got one image and was gone. Silent",11/29/2023,Y,
Open,11/25/2023 9:59,Mount Hood,OR,USA,Cone,Saw static object while driving,11/26/2023,Y,
Open,11/25/2023 4:30,Woodland,CA,USA,Circle,Light hovered in sky past 2 nights,11/26/2023,,
Open,11/25/2023 0:10,Arlington,MA,USA,Triangle,Triangular shaped craft over Route 2,11/25/2023,,Helicopter?
Open,11/24/2023 20:16,Las Vegas,NV,USA,Star,Keeps wiggling around in a tight little area and does not leave the same location next to the moon,11/24/2023,,Planet/Star
Open !,11/24/2023 20:15,Dothan,AL,USA,Rectangle,"Blue rectangle appears above the trees, about 30' high, above us, and then shoots off to the West.",11/26/2023,,
Open,11/24/2023 18:30,Houston,TX,USA,Fireball,Firework flash of light,11/24/2023,,
Open,11/24/2023 16:15,Mesa,AZ,USA,Circle,I saw a small black circle in the sky moving back and forth in the sky in a strange flight pattern.,11/24/2023,,
Open,11/24/2023 14:00,Odell,IL,USA,Sphere,We saw a 10’ black ball off our right wing at 5500’.,11/26/2023,Y,
Open,11/24/2023 11:05,Battle Ground,WA,USA,Triangle,Extremely shiny object in the sky,11/24/2023,Y,
Open,11/23/2023 23:36,Puyallup,WA,USA,Light,Dazzling multicolored object,11/24/2023,,Planet/Star?
Open,11/23/2023 21:26,Hartford,CT,USA,Triangle,Had no sound. All flew into the same direction,11/23/2023,Y,
Open,11/23/2023 19:02,Montura,FL,USA,Light,lights in line moving slowly to the north. Very clear night. lights all dimmed together and whatever it was no longer visible.,11/24/2023,Y,Starlink
Open,11/23/2023 18:05,Buckley,WA,USA,Light,Saw slow moving red light with a bright white center which traveled from the northeast to southwest then disappeared suddenly,11/24/2023,,
Open,11/23/2023 17:50,El Paso,TX,USA,Light,Two vertical red blinking lights with two horizontal blinking blue lights which took off towards the west at speed.,11/23/2023,Y,
Open,11/23/2023 17:30,Bemidji,MN,USA,Light,White light,11/23/2023,,
Open,11/23/2023 15:09,Conway,SC,USA,Circle,"Happened to see them, 3 white lights, 1 red",11/29/2023,Y,Bird?
Open,11/23/2023 14:15,Dallas,TX,USA,Other,"Very large, 3 pronged, sometimes looking pretzel-shaped, moved in one direction, then hovered in clouds for 10 minutes before I left",11/23/2023,Y,Balloon
Open,11/23/2023 13:23,Naoma,WV,USA,Other,"UFO sighting at 1:23 pm eastern time, November 23, 2023.",11/23/2023,Y,Aircraft?
Open,11/23/2023 2:41,Grand Island,NY,USA,Chevron,Object with flashing lights takes off. Vertically makes unnatural course correction.,11/23/2023,Y,
Open,11/22/2023 22:00,Hillsboro,IL,USA,Circle,Lights rotating in a circle,11/22/2023,,
Open,11/22/2023 20:00,Reynolds,MO,USA,Orb,Four points of light - kite shapes,11/23/2023,,
Open,11/22/2023 17:14,Ferris,TX,USA,Disk,"Abnormal craft that kept lighting up, disappearing, and appearing back up in a different location",11/25/2023,Y,Aircraft
Open,11/22/2023 12:20,Lincolnshire,IL,USA,Disk,Saw it over a house while driving.,5/16/2024,Y,
Open,11/22/2023 6:20,Tortolita,AZ,USA,Orb,Satellite appearance until it suddenly stopped. Erratic movements after stopping in generalized area.,11/22/2023,,
Open !,11/21/2023 20:30,Stillwater,OK,USA,Light,As many as 4 lights were simultaneously observed corroborated with no less than 6-7 other aircraft on Denver Center,11/21/2023,Y,
Open !,11/21/2023 19:00,Oklahoma City,OK,USA,Light,Points of light maneuvering in upper atmosphere,11/23/2023,Y,
Open,11/21/2023 10:15,Sun City West,AZ,USA,Changing,Watching fighter jet and saw a group of small white objects far above the jet that quickly changed shape and moved together NW to SE,11/21/2023,Y,
Open,11/21/2023 6:30,La Grande,OR,USA,Light,Bright white light that I thought was a planet. Moved to the southeast and suddenly disappeared completely,11/21/2023,,
Open,11/21/2023 4:03,San Clemente,CA,USA,Chevron,Saw a large V shaped object with 6 amber lights move across sky,3/14/2024,,
Open,11/21/2023 4:03,Los Angeles,CA,USA,Circle,It is just sitting there like a bright star. When I returned with my phone it had moved a little west.,11/21/2023,Y,Planet/Star
Open,11/20/2023 21:20,San Jose,CA,USA,Unknown,An orange light in the sky moving slowly. No flashing lights that an airplane or helicopter would have.,11/20/2023,,
Open,11/20/2023 18:00,Scarborough,ME,USA,Light,Witnessed approximately 20 bright white lights in a diagonal line across the sky shift to be vertical and then one at a time disappear,11/20/2023,,Starlink
Open !,11/20/2023 17:15,Halfway,MD,USA,Light,At 1st glance lights (4) appeared slightly higher than street lamps but change into just 2 larger bright lights that tilted & vanished,11/20/2023,,
Open,11/19/2023 20:15,Lumberton,MS,USA,Light,"Small lights flying rapidly across the sky, orbiting around a central point.",1/29/2024,Y,
Open,11/19/2023 20:00,Valrico,FL,USA,Circle,Thought it was rocket launch. I have video and photos. A lot of planes fly over here so I know what they look and sound like.,11/21/2023,Y,
Open,11/19/2023 18:04,Denver,CO,USA,Sphere,Large object appeared hovering above Sec. of State bldg then opened and released 4 reddish/orange orbs,12/6/2023,Y,
Open,11/19/2023 17:17,Montville,CT,USA,Disk,Saw a moving red disk on 11/19/23 at 5:17 est.,11/23/2023,Y,
Open,11/19/2023 16:38,Painesville,OH,USA,Changing,11 objects all the same changing shape and color flying in multiple directions before vanishing,12/1/2023,Y,
Open,11/19/2023 16:07,Shamong,NJ,USA,Egg,Silver egg-shaped reflective object heading south at dusk at an usually slow speed for its altitude,11/23/2023,,
Open,11/19/2023 15:40,Grand River,OH,USA,Changing,Spotted at least 11 objects move in sporadically going in multiple directions,11/25/2023,Y,
Open,11/19/2023 12:15,North York,PA,USA,Triangle,Black triangle object with 5-7 dimmed lights moving in deep space,11/21/2023,,
Open,11/19/2023 4:00,Pond Eddy,NY,USA,Orb,White orb hovering around the sky.,11/20/2023,,
Open,11/18/2023 22:54,Buffalo,NY,USA,Triangle,Grey bicycle seat shaped object with flashing red lights,11/20/2023,,
